Student Id,Quiz,Midterm,Assignment_1,Assignment_2,Assignment_3,Average attendance on class,Project,Presentation,Final_Exam_Marks,Total,Grade,Categories,CGPA
280,5.59,13,4.6,4.98,4.5,50,9.1,9.98,39,90.75,A+,Exceptional,7.5
281,5.5,15,4.97,4.97,4.91,100,9.1,9.18,39,92.63,A+,Exceptional,7.49
282,5.12,13.34,3.56,3.12,4.32,80,4.45,6.12,37,77.03,A-,Distinction,7.49
283,7.56,6.23,4.32,4.56,1.67,100,8.78,8.56,34,75.68,A-,Distinction,7.49
284,4.01,8.56,2.01,3.45,2.21,100,5.12,5.67,37,68.03,B,Distinction,7.49
285,7.5,15,4.5,4.2,4.5,100,9.1,9.74,39,93.54,A+,Exceptional,7.48
286,8.5,14,4.79,4.89,4.46,90,9.1,9.19,38,92.93,A+,Exceptional,7.48
287,6.5,15,4.5,4.2,4.5,88,9.1,9.91,39,92.71,A+,Exceptional,7.48
288,8.23,3.78,3.12,4.09,3.89,98,7.23,9.12,38,77.46,A-,Distinction,7.47
289,6.45,14.45,4.09,3.67,4.01,95,4.1,7.01,33,76.78,A-,Distinction,7.47
290,7.5,13,4.79,4.61,4.5,100,9.12,9.18,39,91.7,A+,Exceptional,7.47
291,5.5,15,4.69,4.2,4.67,90,9.1,9.11,38,90.27,A+,Exceptional,7.46
292,5.69,14,4.5,4.87,4.54,90,9.17,9.15,39,90.92,A+,Exceptional,7.46
293,4.89,5.34,2.98,4.01,1.1,90,9.89,6.56,31,65.77,B,Distinction,7.45
294,9.12,11.12,3.45,3.56,2.54,90,8.01,8.23,23,69.03,B,Distinction,7.45
295,5.43,4.01,4.01,4.45,3.34,99,5.43,5.23,25,56.9,C+,Pass,7.45
296,7.67,12.78,2.32,3.21,4.56,90,7.01,9.45,22,69,B,Distinction,7.44
297,4.56,6.89,3.78,4.12,1.78,100,6.34,7.34,28,62.81,B-,Pass,7.44
298,8.78,9.89,4.23,3.78,2.32,97,4.23,6.01,34,73.24,B+,Distinction,7.44
299,6.01,3.23,2.76,4.23,3.56,80,9.56,8.9,32,70.25,B+,Distinction,7.44
300,4.23,7.01,3.56,3.89,4.01,85,5.65,5.98,31,65.33,B,Distinction,7.43
301,6.78,7.89,3.45,2.45,4.23,95,8.56,6.78,34,74.14,B+,Distinction,7.41
302,4.56,5.12,2.76,3.12,3.67,98,7.23,7.89,33,67.35,B,Distinction,7.41
303,8.23,11.45,4.01,4.01,3.12,70,6.45,8.45,36,81.72,A,Excellent,7.41
304,7.12,9.67,3.12,1.89,4.01,85,9.78,5.56,35,76.15,A-,Distinction,7.41
305,5.34,4.23,2.32,2.34,3.56,100,5.67,9.23,23,55.69,C+,Pass,7.41
306,9.01,12.56,4.56,3.78,4.32,70,4.89,6.34,29,74.46,B+,Distinction,7.41
307,5.67,6.78,3.01,1.56,3.78,80,7.56,8.01,28.5,64.87,B-,Pass,7.4
308,8.9,14.23,2.89,4.23,4.45,100,6.01,5.45,30,76.16,A-,Distinction,7.4
309,4.76,5.43,4.23,2.67,3.89,100,4.32,7.12,31,63.42,B-,Pass,7.39
310,6.89,8.9,3.67,3.45,4.56,100,9.01,6.67,30,73.15,B+,Distinction,7.39
311,4.56,13.01,2.54,1.23,3.21,95,8.23,5.34,25,63.12,B-,Pass,7.38
312,7.12,6.01,4.12,2.98,4.01,70,5.12,8.9,28,66.26,B,Distinction,7.38
313,5.34,4.89,3.56,4.56,3.12,80,4.76,6.23,34,66.46,B,Distinction,7.38
314,8.9,10.34,2.43,1.78,4.09,98,7.89,7.89,36,79.32,A-,Distinction,7.37
315,6.01,7.12,4.32,2.1,3.23,100,6.34,5.45,38,72.57,B+,Distinction,7.37
316,4.76,13.56,2.1,3.56,4.65,100,9.45,9.01,29,76.09,A-,Distinction,7.35
317,7.56,5.45,2.98,4.27,3.98,100,5.56,6.56,6,42.36,D+,Fail,7.35
318,5.56,5.45,2.98,4.2,2.98,100,6.09,7.56,7,41.82,D+,Fail,7.35
319,6.56,5.45,2.56,4.29,2.98,100,5.56,7.56,6,40.96,D+,Fail,7.34
320,7.56,5.45,2.12,4.28,3.98,95,5.03,6.56,7,41.98,D+,Fail,7.34
321,6.56,5.45,3.98,4.26,2.98,80,5.56,7.56,5,41.35,D+,Fail,7.33
322,7.56,5.45,2.98,3.23,3.98,100,5.91,6.56,6,41.67,D+,Fail,7.33
323,7.6,6.45,3.98,3.8,3.9,70,5.78,6.56,6,44.07,D+,Fail,7.33
324,9.45,8.45,3.78,4.01,3.34,90,5.98,7.56,32,74.57,B+,Distinction,7.32
325,5.23,6.56,4.01,1.32,4.01,77,8.34,6.78,33,69.25,B,Distinction,7.32
326,7.56,14.12,2.98,2.89,3.98,100,6.78,5.01,31,74.32,B+,Distinction,7.32
327,4.12,3.67,3.23,3.01,4.21,80,4.56,8.45,36,67.25,B,Distinction,7.32
328,8.45,9.01,4.45,4.45,3.45,80,9.12,6.01,35,79.94,A-,Distinction,7.31
329,6.01,11.78,2.65,1.98,4.32,80,7.01,7.23,34,74.98,B+,Distinction,7.31
330,4.23,4.56,3.34,2.43,3.12,90,5.43,5.89,33.5,62.5,B-,Pass,7.31
331,9.12,12.23,4.56,3.67,4.78,50,8.9,9.56,36,88.82,A,Excellent,7.31
332,5.78,7.34,2.21,4.12,3.01,100,4.01,6.45,31,63.92,B-,Pass,7.31
333,7.67,5.78,3.89,1.45,4.89,90,6.67,8.34,33,71.69,B+,Distinction,7.3
334,4.45,10.45,4.23,2.76,3.9,100,8.12,5.12,35,74.03,B+,Distinction,7.3
335,8.56,3.45,2.87,3.23,4.32,99,4.45,7.67,32,66.55,B,Distinction,7.3
336,6.23,13.34,3.56,4.32,3.12,96,7.34,6.12,33,77.03,A-,Distinction,7.3
337,4.1,6.23,4.32,1.67,4.56,80,5.56,8.56,21,56,C+,Pass,7.29
338,9.56,8.56,2.01,2.21,3.45,80,9.56,5.67,29,70.02,B+,Distinction,7.28
339,5.89,3.78,3.12,3.89,4.09,98,6.23,9.12,26,62.12,B-,Pass,7.28
340,7.34,14.45,4.09,4.01,3.67,88,4.23,7.01,34,78.8,A-,Distinction,7.27
341,4.01,5.34,2.98,1.1,4.01,100,8.67,6.56,36,68.67,B,Distinction,7.27
342,8.78,11.12,3.45,2.54,3.56,100,7.45,8.23,34,79.13,A-,Distinction,7.26
343,6.67,4.01,4.01,3.34,4.45,85,4.98,5.23,36,68.69,B,Distinction,7.26
344,4.98,12.78,2.32,4.56,3.21,100,9.23,9.45,37,83.53,A,Excellent,7.25
345,9.67,6.89,3.78,1.78,4.12,80,5.89,7.34,35,74.47,B+,Distinction,7.25
346,5.45,9.89,4.23,2.32,3.78,100,7.78,6.01,33,72.46,B+,Distinction,7.25
347,7.23,3.23,2.76,3.56,4.23,100,4.1,8.9,31,65.01,B,Distinction,7.24
348,4.34,7.01,3.56,4.01,3.89,98,8.01,5.98,32,68.8,B,Distinction,7.24
349,7.23,3.45,4.23,2.45,3.67,95,7.89,8.76,34,71.68,B+,Distinction,7.24
350,5.98,12.78,2.32,4.56,3.21,98,9.23,8.45,36,82.53,A,Excellent,7.23
351,4.79,11.56,2.89,4.59,4.21,97,9.56,7.45,37,82.05,A,Excellent,7.23
352,3.98,12.77,3.32,4.56,3.65,90,9.23,9.45,38,84.96,A,Excellent,7.19
353,5.98,13.78,2.32,4.59,3.21,90,9.56,8.45,37,84.89,A,Excellent,7.19
354,4.91,12.78,2.56,4.56,4.21,100,9.23,9.45,36,83.7,A,Excellent,7.19
355,6.78,5.45,2.56,4.22,2.98,100,5.56,7.56,7,42.11,D+,Fail,7.19
356,7.23,5.09,2.12,4.28,3.98,100,5.03,6.56,9,43.29,D+,Fail,7.18
357,6.11,5.04,3.98,4.2,2.98,100,5.56,7.56,8,43.43,D+,Fail,7.17
358,7.09,5.23,2.98,3.23,3.98,90,5.91,5.56,7,40.98,D+,Fail,7.16
359,7.89,6.45,3.98,3.8,3.9,60,5.78,4.56,5,41.36,D+,Fail,7.16
360,4.98,14.72,2.32,4.6,3.56,99,9.89,7.45,37,84.52,A,Excellent,7.15
361,4.9,12.78,2.82,4.56,3.21,99,9.23,9.45,35,81.95,A,Excellent,7.15
362,4.98,12.7,2.32,4.72,3.91,90,9.7,8.45,37,83.78,A,Excellent,7.14
363,4.92,12.28,2.39,4.56,3.21,60,9.23,9.45,39,85.04,A,Excellent,7.14
364,4.98,12.78,2.32,4.79,3.66,98,9.39,7.45,37,82.37,A,Excellent,7.13
365,6.45,2.76,3.67,3.12,4.01,90,8.45,7.89,33,69.35,B,Distinction,7.13
366,4.78,4.01,3.12,4.01,3.45,98,5.67,6.45,35,66.49,B,Distinction,7.13
367,9.01,3.12,4.01,1.89,4.23,95,6.78,5.78,38,72.82,B+,Distinction,7.12
368,7.89,2.32,3.56,2.34,3.12,99,4.32,9.23,37,69.78,B,Distinction,7.12
369,6.78,4.56,4.32,3.78,4.32,100,9.01,6.34,34,73.11,B+,Distinction,7.12
370,4.56,3.01,3.78,1.56,3.56,90,7.12,8.01,30,61.6,B-,Pass,7.12
371,9.45,2.89,4.45,4.23,4.01,95,8.9,5.56,33,72.49,B+,Distinction,7.12
372,8.9,4.23,3.89,2.67,3.23,100,6.01,7.12,34,70.05,B+,Distinction,7.12
373,5.34,3.67,4.56,3.45,4.45,96,4.56,6.67,36,68.7,B,Distinction,7.11
374,7.12,2.54,3.21,1.23,3.89,100,9.12,5.34,38,70.45,B+,Distinction,7.11
375,6.01,4.12,4.01,2.98,4.56,85,5.98,8.9,34,70.56,B+,Distinction,7.11
376,4.76,3.56,3.12,4.56,3.78,95,7.34,6.23,31,64.35,B-,Pass,7.11
377,9.12,2.43,4.09,1.78,4.01,100,6.23,7.89,30,65.55,B,Distinction,7.11
378,5.56,6.45,2.98,2.23,2.98,75,6.56,6.56,7,40.32,D+,Fail,7.1
379,6.56,5.45,2.98,4.23,2.98,70,5.56,7.59,6,41.35,D+,Fail,7.1
380,7.89,6.45,4.98,1.23,2.9,100,5.56,6.67,7,42.68,D+,Fail,7.09
381,6.56,5.48,2.98,4.23,2.88,100,5.56,7.56,5,40.25,D+,Fail,7.09
382,7.56,5.45,2.98,4.23,2.03,92,5.56,6.09,8,41.9,D+,Fail,7.09
383,5.98,4.32,3.23,2.1,3.56,99,4.78,5.45,29.5,58.92,C+,Pass,7.08
384,7.34,2.1,4.65,3.56,4.12,85,9.45,9.01,33,73.23,B+,Distinction,7.08
385,4.32,3.78,3.34,4.01,3.34,100,5.34,7.56,36,67.69,B,Distinction,7.08
386,8.56,4.01,4.01,1.32,4.23,98,8.34,6.78,38,75.25,A-,Distinction,7.08
387,6.23,2.98,3.98,2.89,3.12,99,6.67,5.01,35,65.88,B,Distinction,7.06
388,4.89,3.23,4.21,3.01,4.56,100,4.23,8.45,30,62.58,B-,Pass,7.06
389,9.34,4.45,3.45,4.45,3.01,90,9.67,6.01,38,78.38,A-,Distinction,7.05
390,7.56,2.65,4.32,1.98,4.67,95,7.56,7.23,35,70.97,B+,Distinction,7.05
391,5.56,3.45,3.98,4.23,2.98,80,6.56,6.56,7,40.32,D+,Fail,7.05
392,6.03,5.45,2.98,4.23,2.98,98,5.56,7.56,6,40.79,D+,Fail,7.05
393,7.56,3.45,2.01,4.23,2.98,100,5.56,6.59,8,40.38,D+,Fail,7.04
394,6.56,5.45,2.98,4.23,2.98,90,5.5,7.56,5,40.26,D+,Fail,7.04
395,8.56,5.45,2.98,4.23,2.98,90,5.03,6.4,6,41.63,D+,Fail,7.04
396,6.67,3.34,3.12,2.43,3.56,80,6.12,5.89,36,67.13,B,Distinction,7.04
397,4.01,4.56,4.78,3.67,4.23,95,4.89,9.56,36.5,72.2,B+,Distinction,7.03
398,8.45,2.21,3.01,4.12,3.78,75,8.01,6.45,34,70.03,B+,Distinction,7.03
399,5.21,3.89,4.89,1.45,4.01,92,5.12,8.34,31,63.91,B-,Pass,7.03
400,7.67,4.23,3.9,2.76,3.23,95,7.23,5.12,23,57.14,C+,Pass,7.02
401,6.12,2.87,4.32,3.23,4.45,98,6.56,7.67,27,62.22,B-,Pass,7.02
402,4.45,3.56,3.12,4.32,3.89,100,4.01,6.12,28,57.47,C+,Pass,7.02
403,8.78,4.32,4.56,1.67,4.56,60,8.56,8.56,34,75.01,A-,Distinction,7.02
404,5.12,2.01,3.45,2.21,3.12,100,5.45,5.67,36,63.03,B-,Pass,7.02
405,7.23,3.12,4.09,3.89,4.01,99,7.78,9.12,38,77.24,A-,Distinction,7.02
406,4.1,4.09,3.67,4.01,3.34,85,6.34,7.01,36,68.56,B,Distinction,7
407,9.89,2.98,4.01,1.1,4.23,98,4.45,6.56,30,63.22,B-,Pass,6.98
408,8.01,3.45,3.56,2.54,3.45,99,9.23,8.23,30.5,68.97,B,Distinction,6.98
409,5.43,4.01,4.45,3.34,4.12,100,7.01,5.23,31,64.59,B-,Pass,6.98
410,7.01,2.32,3.21,4.56,3.67,98,5.89,9.45,35,71.11,B+,Distinction,6.98
411,6.34,3.78,4.12,1.78,4.23,100,8.67,7.34,38,74.26,B+,Distinction,6.98
412,4.23,4.23,3.78,2.32,3.56,100,6.45,6.01,39,69.58,B,Distinction,6.98
413,9.56,2.76,4.23,3.56,4.45,90,4.67,8.9,35,73.13,B+,Distinction,6.97
414,5.65,3.56,3.89,4.01,3.89,100,9.34,5.98,35,71.32,B+,Distinction,6.97
415,6.78,9.12,2.45,3.45,3.67,85,7.89,8.76,34,76.12,A-,Distinction,6.96
416,7.89,6.34,3.12,2.76,4.01,90,8.45,7.89,35,75.46,A-,Distinction,6.96
417,9.56,14.78,4.32,4.56,3.21,90,9.23,8.45,36,90.11,A+,Exceptional,6.96
418,4.98,14.56,3.89,4.78,4.21,90,9.56,9.45,39,90.43,A+,Exceptional,6.95
419,8.67,14.77,4.32,3.56,3.65,100,9.23,9.45,38,91.65,A+,Exceptional,6.94
420,9.98,13.78,4.32,4.59,3.21,95,9.56,8.45,37,90.89,A+,Exceptional,6.94
421,9.91,14.78,2.56,4.56,4.21,99,9.23,9.45,36,90.7,A+,Exceptional,6.93
422,8.45,12.45,4.01,4.01,3.45,95,5.67,6.45,28,72.49,B+,Distinction,6.93
423,5.56,10.67,1.89,3.12,4.23,98,6.78,5.78,30,68.03,B,Distinction,6.93
424,9.23,5.23,2.34,2.32,3.12,99,4.32,9.23,34,69.79,B,Distinction,6.93
425,6.34,13.56,3.78,4.56,4.32,98,9.01,6.34,33,80.91,A,Excellent,6.92
426,8.01,7.78,1.56,3.01,3.56,90,7.12,8.01,31,70.05,B+,Distinction,6.92
427,5.45,14.23,4.23,2.89,4.01,80,8.9,5.56,37,82.27,A,Excellent,6.9
428,7.12,6.56,2.67,4.23,3.23,90,6.01,7.12,36,72.94,B+,Distinction,6.9
429,6.67,9.9,3.45,3.67,4.45,100,4.56,6.67,30,69.37,B,Distinction,6.89
430,5.34,14.01,1.23,2.54,3.89,70,9.12,5.34,39,80.47,A,Excellent,6.89
431,8.9,7.01,2.98,4.12,4.56,90,5.98,8.9,37,79.45,A-,Distinction,6.89
432,6.23,5.89,4.56,3.56,3.78,87,7.34,6.23,34,71.59,B+,Distinction,6.89
433,7.89,11.34,1.78,2.43,4.01,98,6.23,7.89,37,78.57,A-,Distinction,6.88
434,5.45,8.12,2.1,4.32,3.56,100,4.78,5.45,30,63.78,B-,Pass,6.88
435,9.01,13.45,3.56,2.1,4.12,90,9.45,9.01,34,84.7,A,Excellent,6.87
436,7.56,9.45,4.01,3.78,3.34,90,5.34,7.56,36,77.04,A-,Distinction,6.87
437,6.78,7.56,1.32,4.01,4.23,95,8.34,6.78,37,76.02,A-,Distinction,6.87
438,5.01,14.12,2.89,2.98,3.12,80,6.67,5.01,30,69.8,B,Distinction,6.86
439,8.45,4.67,3.01,3.23,4.56,75,4.23,8.45,35,71.6,B+,Distinction,6.86
440,6.01,10.01,4.45,4.45,3.01,90,9.67,6.01,38,81.61,A,Excellent,6.85
441,7.23,12.78,1.98,2.65,4.67,88,7.56,7.23,36,80.1,A,Excellent,6.85
442,5.89,5.56,2.43,3.34,3.56,90,6.12,5.89,35,67.79,B,Distinction,6.85
443,9.56,13.23,3.67,4.56,4.23,100,4.89,9.56,33,82.7,A,Excellent,6.85
444,6.45,8.34,4.12,2.21,3.78,85,8.01,6.45,23,62.36,B-,Pass,6.84
445,8.34,6.78,1.45,3.89,4.01,100,5.12,8.34,29,66.93,B,Distinction,6.84
446,5.12,11.45,2.76,4.23,3.23,88,7.23,5.12,21,60.14,B-,Pass,6.84
447,7.67,4.45,3.23,2.87,4.45,97,6.56,7.67,28,64.9,B-,Pass,6.84
448,6.12,12.34,4.32,3.56,3.89,80,4.01,6.12,34,74.36,B+,Distinction,6.84
449,8.56,7.23,1.67,4.32,4.56,85,8.56,8.56,30,73.46,B+,Distinction,6.84
450,5.67,9.56,2.21,2.01,3.12,80,5.45,5.67,32,65.69,B,Distinction,6.83
451,9.12,4.78,3.89,3.12,4.01,100,7.78,9.12,33,74.82,B+,Distinction,6.83
452,7.01,13.45,4.01,4.09,3.34,80,6.34,7.01,32,77.25,A-,Distinction,6.82
453,6.56,6.34,1.1,2.98,4.23,95,4.45,6.56,34,66.22,B,Distinction,6.81
454,8.23,11.12,2.54,3.45,3.45,80,9.23,8.23,34,80.25,A,Excellent,6.81
455,5.23,5.01,3.34,4.01,4.12,85,7.01,5.23,39,72.95,B+,Distinction,6.81
456,9.45,14.78,4.56,2.32,3.67,88,5.89,9.45,35,85.12,A,Excellent,6.81
457,7.34,7.89,1.78,3.78,4.23,99,8.67,7.34,37,78.03,A-,Distinction,6.8
458,6.78,9.78,3.45,3.67,3.89,94-98,7.89,8.76,36,80.22,A,Excellent,6.79
459,7.78,10.78,3.45,3.63,2.87,90,7.89,8.7,37,82.1,A,Excellent,6.79
460,6.7,10.71,3.44,3.61,4.89,99,7.89,8.18,35,80.42,A,Excellent,6.78
461,6.72,10.78,3.46,3.57,2.77,88,7.89,8.76,37,80.95,A,Excellent,6.78
462,6.79,10.75,3.45,3.67,2.89,98,7.89,8.23,38,81.67,A,Excellent,6.78
463,6.78,10.78,3.47,3.67,3.67,95,7.89,8.49,36,80.75,A,Excellent,6.77
464,6.81,10.74,3.45,3.68,2.89,90,7.89,8.76,37,81.22,A,Excellent,6.77
465,6.77,10.78,3.48,3.69,2.59,97,7.89,8.59,39,82.79,A,Excellent,6.77
466,6.01,10.89,2.32,4.23,3.56,90,6.45,6.01,33,72.47,B+,Distinction,6.76
467,8.9,4.23,3.56,2.76,4.45,98,4.67,8.9,36,73.47,B+,Distinction,6.76
468,5.98,8.01,4.01,3.56,3.89,100,9.34,5.98,30,70.77,B+,Distinction,6.75
469,6.78,10.78,3.45,3.67,2.89,98,7.89,8.76,37,81.22,A,Excellent,6.75
470,7.89,5.34,2.76,4.01,3.67,97,6.45,7.89,35,73.01,B+,Distinction,6.74
471,8.45,12.01,4.01,3.45,4.12,90,8.01,6.45,36,82.5,A,Excellent,6.73
472,5.56,8.56,3.12,4.23,2.43,100,5.67,5.78,33,68.35,B,Distinction,6.72
473,9.23,7.23,2.32,3.12,3.56,70,9.12,9.23,34,77.81,A-,Distinction,6.72
474,6.34,11.45,4.56,4.32,4.01,90,7.23,6.34,31,75.25,A-,Distinction,6.71
475,8.01,13.78,3.01,3.56,2.1,90,6.78,8.01,35,80.25,A,Excellent,6.71
476,5.45,5.89,2.89,4.01,3.23,70,5.34,5.56,29,61.37,B-,Pass,6.71
477,7.12,9.34,4.23,3.23,4.45,95,8.45,7.12,37,80.94,A,Excellent,6.7
478,6.67,14.01,3.67,4.45,2.98,75,6.01,6.67,39,83.46,A,Excellent,6.7
479,5.34,6.67,2.54,3.89,3.78,88,7.56,5.34,32,67.12,B,Distinction,6.69
480,8.9,9.12,4.12,4.56,4.56,90,9.34,8.9,37,86.5,A,Excellent,6.68
481,6.23,5.56,3.56,3.78,2.32,90,5.78,6.23,25,58.46,C+,Pass,6.67
482,7.89,7.89,2.43,4.01,3.45,95,8.9,7.89,30,72.46,B+,Distinction,6.67
483,5.45,13.23,4.32,3.56,4.23,90,6.23,5.45,32,74.47,B+,Distinction,6.65
484,9.01,4.78,2.1,4.12,2.76,100,4.67,9.01,33,69.45,B,Distinction,6.65
485,7.56,10.34,3.78,3.34,3.01,95,7.12,7.56,38,80.71,A,Excellent,6.65
486,6.78,6.12,4.01,4.23,4.32,90,8.56,6.78,34,74.8,B+,Distinction,6.65
487,5.01,14.45,2.98,3.12,2.54,98,5.23,5.01,25,63.34,B-,Pass,6.64
488,8.45,7.01,3.23,4.56,3.12,96,9.01,8.45,39,82.83,A,Excellent,6.64
489,6.01,11.89,4.45,3.01,4.01,80,6.34,6.01,32,73.72,B+,Distinction,6.63
490,7.23,5.12,2.65,4.67,2.65,100,7.89,7.23,34,71.44,B+,Distinction,6.61
491,5.89,8.23,3.34,3.56,3.89,60,5.12,5.89,31,66.92,B,Distinction,6.6
492,9.56,12.56,4.56,4.23,4.01,100,8.34,9.56,39,91.82,A+,Exceptional,6.6
493,6.45,6.01,2.21,3.78,2.21,100,6.56,6.45,30,63.67,B-,Pass,6.59
494,8.34,9.45,3.89,4.01,3.34,100,4.89,8.34,29,71.26,B+,Distinction,6.58
495,5.12,13.12,4.23,3.23,4.23,50,7.67,5.12,28,70.72,B+,Distinction,6.57
496,7.67,4.56,2.87,4.45,2.87,10,9.45,7.67,34,73.54,B+,Distinction,6.55
497,6.12,8.9,3.56,3.89,3.56,100,5.45,6.12,33,70.6,B+,Distinction,6.55
498,8.56,6.45,4.32,4.56,4.32,98,8.78,8.56,27,72.55,B+,Distinction,6.54
499,5.67,11.01,2.01,3.12,2.01,100,6.12,5.67,29,64.61,B-,Pass,6.54
500,9.12,7.56,3.12,4.01,3.12,98,7.01,9.12,30,73.06,B+,Distinction,6.54
501,7.01,9.78,4.09,3.34,4.09,100,9.23,7.01,29,73.55,B+,Distinction,6.53
502,6.56,5.45,2.98,4.23,2.98,85,5.56,6.56,7,41.32,D+,Fail,6.53
503,8.23,12.34,3.45,3.45,3.45,95,8.23,8.23,33,80.38,A,Excellent,6.52
504,5.23,10.45,4.01,4.12,4.01,98,6.89,5.23,34,73.94,B+,Distinction,6.52
505,9.45,6.56,2.32,3.67,2.32,92,4.56,9.45,38,76.33,A-,Distinction,6.51
506,7.34,8.34,3.78,4.23,3.78,99,7.34,7.34,17,59.15,C+,Pass,6.51
507,6.01,14.23,4.23,3.56,4.23,90,9.56,6.01,29,76.83,A-,Distinction,6.5
508,5.5,15,4.5,4.2,4.5,95,9.1,9.11,39,90.91,A+,Exceptional,6.5
509,7.56,5.45,2.98,4.23,2.98,95,5.56,6.56,7,42.32,D+,Fail,6.49
510,6.56,6.45,2.98,4.23,2.98,90,5.56,6.56,6,41.32,D+,Fail,6.46
511,5.56,5.45,3.98,4.23,3.98,90,5.56,7.56,5,41.32,D+,Fail,6.44
512,5.56,5.67,3.98,4.79,3.98,88,5.56,6.56,6,42.1,D+,Fail,6.44
513,7.56,5.78,2.98,4.23,3.98,100,5.56,7.56,4,41.65,D+,Fail,6.44
514,5.56,5.45,2.98,4.23,2.98,100,6.56,6.56,7,41.32,D+,Fail,6.4
515,6.56,5.99,2.98,4.23,2.98,100,5.98,7.56,6,42.28,D+,Fail,6.4
516,7.56,5.45,2.98,4.23,2.98,88,5.56,6.56,7,42.32,D+,Fail,6.39
517,6.56,5.9,2.98,4.23,2.98,95,5.56,7.56,5,40.77,D+,Fail,6.38
518,7.56,5.45,2.98,4.23,2.98,90,5.56,6.56,6,41.32,D+,Fail,6.38
519,8.9,4.23,2.76,4.45,2.76,90,5.01,8.9,34,71.01,B+,Distinction,6.37
520,5.98,9.01,3.56,3.89,3.56,85,8.12,5.98,31,71.1,B+,Distinction,6.37
521,0,5.1176,3.91,3.98,3.5,98,8.73,9.17,20.8,55.19656373,C+,Pass,6.37
522,6.67,12.4706,4.69,4.87,3.5,97,8.75,9.01,33.4,83.34642157,A,Excellent,6.36
523,8.83,11.549,4.06,4.05,3.5,90,8.13,8.06,36,84.18151961,A,Excellent,6.36
524,3.67,3.902,4.71,4.74,3.83,70,9.5,9.43,19.4,59.17654412,C+,Pass,6.36
525,5.67,11.0392,4.38,4.74,3.63,99,9.38,9.08,32,79.89588235,A-,Distinction,6.35
526,8.33,8.2353,4.06,4.05,3.5,70,8.63,9.1,23.2,69.10879412,B,Distinction,6.34
527,5.5,6.7059,4.38,4.66,3.63,37,9.5,9.34,20.4,64.10388235,B-,Pass,6.33
528,8.5,7.2549,3.91,3.81,3.5,85,9.13,9.27,29.2,74.55781863,B+,Distinction,6.32
529,4.67,6.3137,4.69,4.82,3.5,80,9.3,9.21,26.8,69.29755882,B,Distinction,6.29
530,5.83,10.6471,4.69,4.51,3.75,95,9.53,9.39,30.8,79.14155882,A-,Distinction,6.29
531,8,6.9804,4.69,4.41,3.75,90,9.73,9.83,26.8,74.17755882,B+,Distinction,6.28
532,7.5,7.3333,4.38,4.7,3.63,70,9.38,9.08,34.8,80.78733333,A,Excellent,6.27
533,6.5,13.2745,4.06,4.49,3.63,90,8.13,8.77,33.6,82.44234314,A,Excellent,6.26
534,4.83,6.9216,4.69,4.87,3.5,100,8.75,8.08,23.4,65.04006863,B,Distinction,6.22
535,8,11.6275,4.06,4.49,3.63,90,8.13,8.77,33.2,81.89528431,A,Excellent,6.21
536,8.67,6.8627,4.38,4.66,3.63,100,8.75,8.82,25.2,70.95741176,B+,Distinction,6.21
537,4.67,9.7255,3.91,3.98,3.5,90,9.13,8.39,31.2,74.49407353,B+,Distinction,6.21
538,5.5,6.2941,4.06,4.24,3.63,50,9.13,8.52,33,74.36195098,B+,Distinction,6.2
539,8,10.6765,3.91,3.98,3.5,90,9.13,8.23,26.8,74.21438725,B+,Distinction,6.17
540,5.17,3.7843,3.91,3.88,3.5,99,9.43,9.23,20.4,59.28489706,C+,Pass,6.16
541,5.67,8.9412,3.91,4.7,3.63,95,8.95,8.57,30,74.3507598,B+,Distinction,6.14
542,4.5,6.549,3.91,4.62,3.63,90,9.35,9.08,22.4,64.03193627,B-,Pass,6.13
543,7.83,10.902,4.06,4.24,3.63,100,8.13,9.08,31.6,79.46912745,A-,Distinction,6.12
544,5.33,7.4118,3.91,4.7,3.63,98,9.35,8.65,31.2,74.17601471,B+,Distinction,6.09
545,3.67,7.2059,3.91,4.7,3.63,95,8.75,4.17,14.8,50.81546569,C,Pass,6.09
546,5,10.4706,4.06,4.34,3.63,95,9.13,9.12,28.4,74.14442157,B+,Distinction,6.06
547,6,9.8431,4.06,4.05,3.5,100,9.13,9.39,33.2,79.17030392,A-,Distinction,6.01
548,6.67,9.5098,4.69,4.82,3.5,100,8.75,8.43,24.2,70.56363725,B+,Distinction,5.97
549,7,8.6863,4.78,4.66,3.63,98,9.55,9.52,26.6,74.41427451,B+,Distinction,5.96
550,6.5,12.4902,4.69,4.87,3.5,93,8.75,9.01,34,83.79936275,A,Excellent,5.94
551,7.5,12.4706,4.38,4.54,3.63,98,9.38,9.08,34.8,85.76258824,A,Excellent,5.93
552,4.33,6.1373,4.69,4.41,3.75,90,9.13,8.64,23.2,64.2857549,B-,Pass,5.91
553,6.5,7.2941,4.69,4.37,3.75,50,8.13,8.39,17.2,60.31928431,B-,Pass,5.88
554,7.17,6.8431,4.06,4.05,3.5,90,9.13,8.85,25.6,69.19597059,B,Distinction,5.87
555,7.83,8.2353,4.38,4.5,3.63,95,9.38,9.08,22.4,69.41562745,B,Distinction,5.85
556,3.83,9.4118,4.38,3.75,3.63,95,9.85,5.58,33.2,73.62009804,B+,Distinction,5.8
557,6.5,11.549,4.38,4.74,3.63,90,9.38,9.08,30.4,79.63901961,A-,Distinction,5.66
